자사, 51, 156
바카, 62, 199
카타, 83, 163
가바, 76, 178
다파, 91, 187
파나, 58, 172
아사, 46, 185
라라, 80, 174
차카, 87, 150
자가, 48, 180
라마, 74, 172
바파, 46, 184
타다, 96, 160
다아, 83, 154
자가, 50, 161
아라, 49, 191
카사, 49, 182
하바, 77, 186
자바, 83, 184
파나, 60, 168
바자, 77, 166
사다, 60, 165
카사, 84, 157
다마, 72, 194
자차, 98, 192
마라, 78, 184
하자, 41, 196
마마, 89, 160
나바, 61, 182
하카, 42, 157
타하, 67, 153
사타, 46, 140
차차, 60, 144
차나, 51, 161
아나, 57, 185
타가, 97, 177
하아, 85, 193
사마, 52, 158
파카, 53, 161
나나, 97, 161
파마, 74, 168
바아, 78, 149
하라, 65, 159
카다, 69, 160
나나, 90, 177
자나, 61, 173
가하, 54, 189
다바, 47, 150
타라, 96, 163
차아, 95, 192
하하, 84, 195
아바, 71, 183
카자, 99, 147
자파, 64, 168
아자, 69, 168
나다, 58, 198
차파, 76, 189
사카, 46, 194
카하, 84, 189
사가, 58, 186
아다, 71, 179
나차, 56, 143
자자, 96, 155
나나, 79, 194
타자, 99, 173
하마, 60, 165
바자, 50, 175
차나, 48, 150
라다, 92, 164
가파, 55, 196
카마, 87, 194
자마, 42, 143
차라, 80, 144
사아, 96, 188
차차, 91, 169
라가, 99, 144
카자, 55, 145
사차, 98, 185
차하, 40, 149
자자, 85, 170
파타, 95, 157
가차, 99, 170
타마, 51, 174
다사, 68, 197
타다, 52, 140
차바, 66, 172
다바, 67, 141
나차, 52, 154
하하, 47, 147
마마, 86, 191
하나, 48, 156
사바, 74, 149
바자, 81, 151
파자, 62, 166
타파, 79, 176
바카, 48, 191
타자, 71, 152
차라, 69, 156
사아, 44, 189
가타, 98, 148
파하, 95, 156
파나, 58, 151
다나, 91, 154
나타, 48, 156
라타, 42, 168
가마, 53, 172
나마, 89, 170
라사, 40, 160
자가, 56, 164
카차, 88, 182
라파, 79, 153
가하, 75, 197
타다, 58, 146
바하, 63, 168
타마, 67, 181
타차, 94, 158
자자, 78, 174
바하, 84, 199
마바, 48, 197
라나, 41, 190
타카, 82, 164
사타, 91, 176
라다, 82, 165
하하, 40, 155
차마, 60, 158
하파, 75, 155
라가, 80, 185
차나, 40, 182
바다, 44, 166
라다, 86, 168
차사, 58, 152
카사, 97, 164
마사, 59, 159
마파, 84, 195
카하, 68, 171
사타, 79, 157
가마, 50, 150
하타, 73, 159
차라, 85, 152
타다, 57, 160
사바, 47, 174
아카, 54, 165
카차, 76, 173
마사, 50, 174
가가, 74, 185
자하, 66, 141
가사, 81, 180
다가, 58, 178
나타, 89, 167
나차, 46, 167
자라, 43, 198
나나, 57, 140
다가, 44, 160
바하, 64, 189
타바, 82, 182
하라, 47, 194
다라, 83, 161
바다, 72, 175
나하, 70, 148
바다, 62, 159
하아, 58, 177
차차, 77, 145
아가, 41, 158
나아, 96, 147
다카, 93, 161
사파, 43, 190
마카, 66, 189
가차, 91, 149
라다, 95, 179
타가, 51, 144
카마, 75, 187
차나, 52, 166
나사, 64, 192
아타, 95, 172
차가, 64, 156
자자, 61, 162
가가, 88, 198
바타, 66, 197
사나, 46, 147
라타, 83, 197
파카, 74, 159
아라, 45, 197
아다, 65, 188
마사, 51, 152
마바, 72, 182
바자, 50, 195
바카, 53, 158
차나, 89, 175
나다, 42, 148
라카, 44, 148
사자, 51, 141
가마, 68, 180
라타, 68, 189
나사, 40, 194
가사, 88, 167
타차, 94, 152
카나, 85, 170
마마, 45, 157
카라, 40, 194
아사, 63, 154
바사, 70, 172
나카, 55, 141
라사, 70, 170
사하, 60, 197
라아, 71, 143
마자, 91, 192
파가, 77, 145
가차, 92, 189
카자, 86, 172
자카, 59, 162
나하, 62, 154
마다, 47, 158
자바, 83, 177
마바, 42, 178
타파, 46, 185
나파, 91, 152
파바, 59, 175
차마, 42, 189
타자, 87, 181
카파, 90, 158
사파, 41, 158
하타, 44, 191
마사, 92, 181
아자, 89, 188
자사, 88, 184
가카, 75, 141
하아, 78, 165
자마, 81, 157
카나, 71, 174
하파, 52, 194
자다, 93, 188
자바, 82, 154
아파, 75, 161
나하, 43, 164
카카, 64, 187
파파, 56, 179
바아, 88, 174
자아, 53, 142
카라, 77, 197
카차, 90, 192
아가, 96, 162
나바, 47, 172
하아, 56, 140
하라, 72, 180
가자, 82, 170
카사, 55, 193
마카, 78, 154
하사, 57, 156
나파, 48, 179
하사, 42, 155
다차, 97, 150
파하, 98, 198
바나, 87, 173
차파, 96, 148
하나, 76, 181
하차, 62, 150
자파, 79, 193
자라, 68, 170
차하, 67, 195
아다, 72, 167
사자, 57, 191
차하, 59, 150
파바, 73, 142
라아, 70, 197
바라, 44, 191
라바, 42, 177
사바, 53, 189
바다, 41, 177
하라, 72, 197
아사, 78, 149
카사, 89, 153
다타, 42, 183
자타, 76, 189
나가, 55, 190
바바, 48, 185
타타, 74, 168
사나, 48, 175
라아, 89, 152
가하, 79, 168
바차, 77, 180
카라, 70, 141
카카, 43, 148
타자, 98, 190
아자, 72, 142
차하, 80, 161
아바, 43, 151
마다, 77, 141
아다, 89, 142
타하, 70, 168
나라, 61, 177
가다, 49, 186
가가, 99, 186
다아, 48, 182
타바, 84, 196
파사, 53, 184
마카, 52, 152
바파, 74, 192
다차, 82, 172
하차, 73, 166
사카, 73, 179
사카, 95, 198
아마, 90, 167
가나, 97, 173
파카, 73, 191
파자, 99, 143
나다, 57, 154
라하, 46, 166
가아, 50, 147
라다, 88, 146
다아, 95, 194
자바, 99, 187
차가, 83, 158
다마, 89, 186
하나, 44, 189
하바, 78, 162
타마, 68, 168
타차, 88, 196
바가, 54, 182
가사, 96, 153
바하, 97, 170
타아, 82, 154
하나, 66, 162
마타, 84, 170
하하, 96, 140
타차, 52, 199
바라, 80, 177
다가, 95, 168
나차, 65, 159
다하, 66, 150
다파, 66, 144
마타, 46, 158
가가, 54, 180
사라, 62, 183
카바, 90, 190
타바, 92, 199
타카, 97, 178
파차, 79, 151
가타, 60, 144
타라, 80, 163
하바, 97, 144
나라, 82, 163
차다, 56, 147
라라, 74, 169
라하, 90, 182
마아, 64, 170
카라, 49, 183
파라, 94, 143
파사, 64, 167
다라, 70, 165
하다, 47, 160
자타, 81, 156
아마, 78, 145
자타, 73, 163
사라, 79, 155
사사, 86, 170
가다, 85, 159
바바, 40, 166
가라, 71, 186
하자, 99, 155
가아, 68, 175
아다, 60, 182
마나, 70, 178
다사, 48, 191
파파, 87, 150
카나, 40, 159
라다, 81, 167
타파, 95, 198
파다, 66, 158
라다, 49, 179
다다, 50, 156
아다, 46, 162
다나, 48, 144
차카, 68, 180
자카, 58, 146
차나, 45, 165
나마, 76, 145
하하, 61, 152
타하, 68, 164
가카, 89, 142
가가, 43, 173
차카, 85, 177
자마, 79, 190
자바, 68, 143
바가, 58, 170
자카, 49, 173
하카, 61, 162
아바, 51, 178
하차, 94, 163
자카, 50, 187
차다, 59, 185
자마, 57, 184
다마, 81, 180
다라, 98, 169
아하, 84, 153
사바, 80, 177
사차, 80, 159
자하, 45, 152
사자, 76, 167
카자, 59, 166
가사, 53, 155
가차, 83, 194
라라, 59, 181
차다, 58, 156
하타, 47, 180
카파, 83, 147
차다, 89, 148
마아, 87, 198
카자, 95, 149
나차, 82, 180
카자, 74, 193
바자, 59, 146
파마, 67, 189
나바, 83, 170
나바, 99, 161
사나, 41, 166
다라, 47, 177
아나, 45, 140
다카, 58, 148
자아, 92, 197
파타, 89, 146
가사, 95, 152
아바, 71, 185
자라, 93, 177
사타, 60, 191
차하, 82, 142
다사, 72, 173
자아, 50, 157
차아, 65, 196
라하, 60, 149
사하, 48, 153
가가, 73, 141
가다, 42, 161
카자, 76, 190
파다, 88, 168
타타, 75, 195
라가, 71, 153
타다, 85, 160
타파, 93, 181
마아, 63, 155
라아, 44, 169
파하, 93, 196
사타, 74, 184
타다, 97, 191
바다, 64, 161
사하, 44, 197
다나, 80, 174
나사, 43, 175
하차, 68, 168
차사, 59, 189
파자, 46, 199
차차, 63, 154
아파, 59, 157
하나, 81, 171
아가, 78, 198
마타, 42, 165
다차, 52, 170
자자, 85, 160
차카, 75, 186
라하, 42, 170
카사, 83, 178
차파, 89, 192
가차, 62, 159
라자, 91, 143
마나, 61, 179
타마, 70, 167
카아, 84, 149
카마, 56, 177
하나, 83, 144
나파, 63, 181
마라, 48, 197
마라, 68, 188
사바, 61, 169
바차, 73, 177
가자, 59, 182
라마, 69, 186
차파, 94, 176
아가, 57, 140
카나, 54, 149
아나, 86, 154
타하, 43, 165
자사, 42, 142
마타, 86, 156
파나, 49, 152
파바, 57, 182
파사, 89, 191
라아, 44, 169
타가, 70, 189
타라, 53, 190
나가, 79, 194
마파, 41, 177
카차, 77, 185
가가, 72, 173
사파, 89, 175
하사, 96, 172
바차, 92, 181
다파, 61, 169
다차, 76, 182
카아, 84, 151
가나, 63, 146
마차, 78, 145
파가, 76, 143
타라, 78, 155
하라, 86, 159
사카, 93, 150
파타, 53, 163
라아, 40, 146
하나, 96, 187
자카, 75, 194
다자, 78, 164
자라, 69, 168
카다, 97, 155
마마, 43, 183
바아, 50, 168
파바, 50, 173
하다, 47, 178
차자, 42, 170
마아, 97, 169
다자, 76, 169
차차, 62, 168
가가, 73, 176
자하, 67, 154
라가, 47, 178
하사, 56, 192
사아, 40, 141
타하, 44, 149
카타, 44, 187
사아, 52, 197
자아, 64, 145
하바, 92, 193
나나, 72, 171
나바, 64, 186
파파, 96, 161
아마, 60, 195
마나, 56, 186
카자, 46, 154
차아, 53, 194
자마, 98, 171
나카, 94, 174
하마, 74, 163
라파, 55, 174
하라, 66, 171
가차, 52, 143
마카, 66, 145
하가, 67, 191
가타, 53, 151
마나, 43, 154
하나, 90, 172
가바, 70, 191
라가, 76, 172
자바, 75, 148
아가, 43, 162
라라, 63, 149
카바, 95, 172
바파, 64, 177
카라, 61, 170
나아, 43, 191
아아, 86, 166
바사, 88, 171
마사, 76, 181
마가, 53, 178
자아, 43, 161
라나, 47, 150
가마, 45, 192
라타, 48, 172
가타, 97, 151
하라, 50, 170
가아, 85, 171
파바, 82, 192
카바, 81, 195
다사, 67, 158
파파, 89, 191
카다, 65, 146
라나, 91, 169
바다, 80, 182
다차, 61, 149
바타, 48, 187
다카, 85, 150
파하, 45, 145
아마, 54, 183
다카, 42, 169
가마, 80, 191
차차, 65, 188
라타, 59, 197
마자, 76, 195
카마, 97, 166
하자, 49, 189
하가, 92, 185
가나, 41, 183
나사, 44, 184
마아, 76, 168
파마, 98, 182
아다, 85, 141
라라, 87, 166
하라, 77, 143
타나, 53, 186
아다, 43, 141
아바, 75, 143
아사, 89, 193
자가, 82, 187
다카, 72, 164
라자, 94, 174
카차, 85, 170
가라, 80, 192
파차, 95, 150
마아, 91, 158
카카, 84, 159
마타, 80, 166
가마, 43, 149
파타, 50, 147
자마, 48, 142
하사, 78, 180
파가, 66, 169
다다, 83, 140
차가, 65, 140
파하, 64, 167
가파, 76, 158
자바, 40, 158
라나, 62, 172
나사, 59, 191
타아, 96, 193
라아, 66, 175
사나, 76, 153
카바, 49, 180
바가, 41, 158
카차, 60, 174
라나, 45, 179
바나, 99, 171
다카, 56, 167
나다, 51, 175
나다, 55, 149
파하, 55, 149
다자, 99, 193
바타, 55, 148
나하, 62, 184
다나, 72, 182
자아, 52, 187
마라, 45, 158
자아, 76, 184
자사, 69, 154
가아, 96, 199
바카, 86, 194
타가, 78, 175
차가, 64, 195
카나, 40, 165
다가, 58, 185
가가, 92, 160
자차, 77, 183
바하, 74, 193
가파, 94, 141
타아, 57, 173
사타, 72, 166
마타, 79, 176
아바, 79, 148
카가, 49, 154
파하, 94, 166
자타, 67, 175
다나, 59, 161
나카, 85, 188
바마, 54, 173
마바, 45, 182
가라, 98, 140
아하, 85, 145
마사, 93, 190
마아, 88, 152
아바, 65, 163
파아, 40, 191
다차, 57, 169
하다, 91, 169
나아, 55, 157
가가, 52, 164
사사, 40, 192
하파, 82, 184
사자, 69, 156
타마, 99, 188
가하, 81, 170
사파, 95, 168
타차, 75, 152
파마, 97, 157
차마, 68, 173
라사, 83, 148
차나, 47, 163
차차, 94, 188
나가, 70, 164
차사, 68, 167
나마, 71, 152
자라, 55, 148
하나, 92, 142
마다, 87, 186
바카, 90, 163
마나, 49, 158
타다, 46, 158
아나, 41, 159
라하, 60, 199
자마, 51, 184
바다, 58, 152
자사, 48, 164
카하, 45, 160
카하, 47, 158
라다, 49, 174
나다, 50, 156
타마, 58, 153
파라, 55, 176
라자, 49, 163
마라, 54, 178
나나, 78, 158
아카, 69, 171
사하, 46, 152
타다, 61, 176
파타, 41, 161
파바, 81, 162
나파, 87, 178
아하, 88, 194
사차, 99, 144
마아, 61, 176
바파, 68, 182
하바, 81, 144
하나, 49, 182
나아, 78, 161
바마, 51, 194
라아, 40, 183
가사, 97, 143
아카, 52, 195
파파, 86, 168
라마, 61, 171
타바, 66, 166
아나, 55, 167
파카, 43, 157
나가, 79, 142
파가, 44, 192
자아, 50, 182
자하, 46, 199
마아, 92, 157
자다, 69, 160
타파, 47, 168
자타, 68, 175
자자, 47, 159
타라, 52, 186
차가, 92, 183
자나, 76, 141
다차, 40, 147
가바, 87, 180
차아, 90, 186
카타, 90, 163
하카, 73, 176
파바, 61, 194
사다, 93, 194
차바, 66, 178
자라, 66, 157
차마, 90, 186
다아, 50, 153
카하, 75, 143
아차, 56, 152
바하, 91, 161
나다, 54, 152
